date_time,car_count,avg_speed,delay_time,free_speed,whether,park,overflow,person,label
11.01.2020 00:00:00,12,25.7829788,0.477685624,45.75183537,2,0,0,0.01,2
11.01.2020 00:05:00,11,36.42245317,0.43482906,45.75183537,2,0,0,0.01,1
11.01.2020 00:10:00,11,38.35227273,0.294666667,45.75183537,2,0,0,1,1
11.01.2020 00:15:00,10,38.1068629,0.40158371,45.75183537,2,0,0,1,1
11.01.2020 00:20:00,11,24.41165414,0.576121795,45.75183537,2,0,0,2,2
11.01.2020 00:25:00,10,23.55081204,0.510185185,45.75183537,2,0,0,0.01,2
11.01.2020 00:30:00,14,21.5616187,0.566108924,45.75183537,2,0,0,0.01,2
11.01.2020 00:35:00,8,34.97056856,0.364182692,45.75183537,2,0,0,0.01,1
11.01.2020 00:40:00,20,31.98488053,0.444539901,45.75183537,2,0,0,1,1
11.01.2020 00:45:00,8,18,0.602852853,45.75183537,3,1,0,0.01,3
11.01.2020 00:50:00,13,37.81928571,0.168238994,45.75183537,2,0,0,1,1
11.01.2020 00:55:00,11,37.40625,0.337092732,45.75183537,2,0,0,0.01,1
11.01.2020 01:00:00,10,35.77935006,0.269337017,45.75183537,2,0,0,0.01,1
11.01.2020 01:05:00,11,37.03100419,0.437234043,45.75183537,2,0,0,1,1
11.01.2020 01:10:00,8,38.1034666,0.188650307,45.75183537,2,0,0,1,1
11.01.2020 01:15:00,9,33.53977273,0.453512397,45.75183537,2,0,0,1,1
11.01.2020 01:20:00,12,30.25531915,0.441983122,45.75183537,2,0,0,0.01,1
11.01.2020 01:25:00,15,29.08242131,0.481372549,45.75183537,2,0,3,0.01,1
11.01.2020 01:30:00,5,17.52631579,0.613304094,45.75183537,2,0,0,0.01,3
11.01.2020 01:35:00,6,39.33901821,0.168238994,45.75183537,2,0,0,0.01,1
11.01.2020 01:40:00,15,48.15156794,0,45.75183537,2,0,0,0.01,1
11.01.2020 01:45:00,6,34.16494908,0.274945175,45.75183537,2,0,0,2,1
11.01.2020 01:50:00,10,31.26390533,0.515567766,45.75183537,2,0,0,0.01,1
11.01.2020 01:55:00,8,21.78499409,0.550170068,45.75183537,2,0,0,0.01,2
11.01.2020 02:00:00,7,0,0,45.75183537,2,0,0,0.01,4
11.01.2020 02:05:00,12,22.59458742,0.564609053,45.75183537,2,0,0,0.01,2
11.01.2020 02:10:00,4,12.8097978,0.71741453,45.75183537,2,0,0,0.01,3
11.01.2020 02:15:00,9,23.81411543,0.557692308,45.75183537,2,0,0,3,2
11.01.2020 02:20:00,14,0,0,45.75183537,2,0,0,0.01,4
11.01.2020 02:25:00,4,0,0,45.75183537,2,0,0,0.01,4
11.01.2020 02:30:00,6,32.00793651,0.361111111,45.75183537,2,0,0,0.01,1
11.01.2020 02:35:00,6,41.625,0.081597222,45.75183537,2,0,0,0.01,1
11.01.2020 02:40:00,5,24.07228916,0.468875502,45.75183537,2,0,0,1,2
11.01.2020 02:45:00,13,34.64613544,0.475198413,45.75183537,2,0,0,1,1
11.01.2020 02:50:00,4,12.80769231,0.71741453,45.75183537,2,0,0,0.01,3
11.01.2020 02:55:00,4,48.76071429,0,45.75183537,2,0,0,0.01,1
11.01.2020 03:00:00,6,16.80238314,0.643530997,45.75183537,2,0,0,0.01,3
11.01.2020 03:05:00,5,0,0,45.75183537,2,0,0,0.01,4
11.01.2020 03:10:00,4,22.70454545,0.49905303,45.75183537,2,0,0,0.01,2
11.01.2020 03:15:00,8,21.62357054,0.771292693,45.75183537,2,0,0,0.01,2
11.01.2020 03:20:00,9,30.88773055,0.387731481,45.75183537,2,0,0,0.01,1
11.01.2020 03:25:00,8,25.67538792,0.443743428,45.75183537,2,0,0,0.01,2
11.01.2020 03:30:00,5,0,0,45.75183537,2,0,0,0.01,4
11.01.2020 03:35:00,0,0,0,45.75183537,2,0,0,0.01,4
11.01.2020 03:40:00,6,43.43478261,0.041666667,45.75183537,2,0,0,0.01,1
11.01.2020 03:45:00,8,26.93478022,0.45306038,45.75183537,2,0,0,0.01,2
11.01.2020 03:50:00,3,32.75409836,0.277322404,45.75183537,2,0,0,0.01,1
11.01.2020 03:55:00,3,39.96,0.118333333,45.75183537,2,0,0,0.01,1
11.01.2020 04:00:00,5,29.77411765,0.41995614,45.75183537,2,0,0,0.01,1
11.01.2020 04:05:00,3,0,0,45.75183537,2,0,0,0.01,4
11.01.2020 04:10:00,5,32.259375,0.288978495,45.75183537,2,0,0,0.01,1
11.01.2020 04:15:00,2,12.33333333,0.727880658,45.75183537,2,0,0,1,3
11.01.2020 04:20:00,6,0,0,45.75183537,2,0,0,0.01,4
11.01.2020 04:25:00,5,17.07692308,0.623219373,45.75183537,2,0,0,0.01,3
11.01.2020 04:30:00,2,52.57894737,0,45.75183537,2,0,0,0.01,1
11.01.2020 04:35:00,4,27.75,0.387731481,45.75183537,2,0,0,0.01,2
11.01.2020 04:40:00,3,30.25585284,0.459100204,45.75183537,2,0,0,0.01,1
11.01.2020 04:45:00,6,21.75026516,0.595565749,45.75183537,2,0,0,0.01,2
11.01.2020 04:50:00,1,21.03157895,0.535964912,45.75183537,2,0,0,0.01,2
11.01.2020 04:55:00,5,24.79985975,0.501883239,45.75183537,2,0,0,0.01,2
11.01.2020 05:00:00,4,12.89032258,0.715591398,45.75183537,2,0,0,0.01,3
11.01.2020 05:05:00,1,0,0,45.75183537,2,0,0,0.01,4
11.01.2020 05:10:00,2,0,0,45.75183537,2,0,0,1,4
11.01.2020 05:15:00,4,0,0,45.75183537,2,0,0,0.01,4
11.01.2020 05:20:00,1,8.089068826,0.821524966,45.75183537,2,0,0,0.01,4
11.01.2020 05:25:00,7,21.25531915,0.531028369,45.75183537,2,0,0,2,2
11.01.2020 05:30:00,4,34.2919708,0.493295019,45.75183537,2,0,0,1,1
11.01.2020 05:35:00,4,5.534626039,0.877885503,45.75183537,2,0,0,1,4
11.01.2020 05:40:00,3,0,0,45.75183537,2,0,0,1,4
11.01.2020 05:45:00,1,26.28947368,0.41995614,45.75183537,2,0,0,1,2
11.01.2020 05:50:00,5,6.75,0.85106982,45.75183537,2,0,0,1,4
11.01.2020 05:55:00,1,0,0,45.75183537,2,0,0,0.01,4
11.01.2020 06:00:00,4,0,0,45.75183537,2,0,0,0.01,4
11.01.2020 06:05:00,8,33.29146373,0.321794872,45.75183537,2,0,0,0.01,1
11.01.2020 06:10:00,1,0,0,45.75183537,2,0,0,0.01,4
11.01.2020 06:15:00,0,0,0,45.75183537,2,0,0,1,4
11.01.2020 06:20:00,6,21.00191118,0.618326118,45.75183537,2,0,0,1,2
11.01.2020 06:25:00,4,18.8490566,0.584119497,45.75183537,2,0,0,2,3
11.01.2020 06:30:00,3,0,0,45.75183537,2,0,0,1,4
11.01.2020 06:35:00,2,0,0,45.75183537,2,0,0,7,4
11.01.2020 06:40:00,5,0,0,45.75183537,2,0,0,3,4
11.01.2020 06:45:00,2,0,0,45.75183537,2,0,0,0.01,4
11.01.2020 06:50:00,12,23.31135531,0.487403101,45.75183537,2,0,0,1,2
11.01.2020 06:55:00,8,14.27142857,0.685119048,45.75183537,2,0,0,3,3
11.01.2020 07:00:00,8,24.56748252,0.582148499,45.75183537,2,0,0,4,2
11.01.2020 07:05:00,4,17.68141593,0.609882006,45.75183537,2,0,0,3,3
11.01.2020 07:10:00,9,34.58196363,0.406950673,45.75183537,2,0,0,1,1
11.01.2020 07:15:00,12,49.70519968,0,45.75183537,2,0,0,7,1
11.01.2020 07:20:00,8,11.96578806,0.736027944,45.75183537,2,0,0,6,4
11.01.2020 07:25:00,5,24.36585366,0.462398374,45.75183537,2,0,0,3,2
11.01.2020 07:30:00,8,0,0,45.75183537,2,0,0,2,4
11.01.2020 07:35:00,9,12.4875,0.724479167,45.75183537,2,0,0,11,3
11.01.2020 07:40:00,19,12.55819181,0.72332636,45.75183537,2,0,0,6,3
11.01.2020 07:45:00,10,11.48275862,0.74664751,45.75183537,2,0,0,8,4
11.01.2020 07:50:00,13,28.0840787,0.601055807,45.75183537,2,0,0,6,1
11.01.2020 07:55:00,12,48.73170732,0,45.75183537,2,1,0,3,1
11.01.2020 08:00:00,17,46.17151158,0,45.75183537,2,0,0,3,1
11.01.2020 08:05:00,17,31.56529816,0.309038662,45.75183537,2,0,3,3,1
11.01.2020 08:10:00,11,25.12986615,0.44723093,45.75183537,2,0,0,4,2
11.01.2020 08:15:00,17,20.82011948,0.542161227,45.75183537,2,0,0,2,2
11.01.2020 08:20:00,20,17.08948467,0.625778155,45.75183537,2,0,0,4,3
11.01.2020 08:25:00,16,14.80205014,0.673859433,45.75183537,2,0,0,5,3
11.01.2020 08:30:00,25,13.89933066,0.694169144,45.75183537,2,0,0,7,3
11.01.2020 08:35:00,29,31.31054809,0.587685113,45.75183537,2,0,0,4,1
11.01.2020 08:40:00,21,41.02834529,0.113266284,45.75183537,2,0,0,12,1
11.01.2020 08:45:00,23,37.93184813,0.557269249,45.75183537,2,0,0,7,1
11.01.2020 08:50:00,13,41.03035714,0.233333333,45.75183537,2,0,0,5,1
11.01.2020 08:55:00,18,17.36980422,0.620438704,45.75183537,2,0,0,7,3
11.01.2020 09:00:00,16,13.77996575,0.695977011,45.75183537,2,0,0,8,3
11.01.2020 09:05:00,21,13.03313707,0.715591398,45.75183537,2,0,0,6,3
11.01.2020 09:10:00,24,38.92908676,0.162974684,45.75183537,2,0,0,1,1
11.01.2020 09:15:00,16,31.10921687,0.332070707,45.75183537,2,0,0,7,1
11.01.2020 09:20:00,22,21.84236223,0.541991342,45.75183537,2,0,0,3,2
11.01.2020 09:25:00,25,14.70785241,0.675592805,45.75183537,2,0,0,1,3
11.01.2020 09:30:00,29,11.85315646,0.739151874,45.75183537,2,0,0,4,4
11.01.2020 09:35:00,22,25.35875279,0.612737921,45.75183537,2,0,0,2,2
11.01.2020 09:40:00,19,41.5875,0.235549133,45.75183537,2,0,0,5,1
11.01.2020 09:45:00,19,26.64,0.412222222,45.75183537,2,0,0,5,2
11.01.2020 09:50:00,18,21.97116233,0.581155978,45.75183537,2,0,0,2,2
11.01.2020 09:55:00,13,13.89174835,0.693865741,45.75183537,2,0,0,6,3
11.01.2020 10:00:00,20,17.3991305,0.668189964,45.75183537,2,0,0,2,3
11.01.2020 10:05:00,29,25.11029984,0.49905303,45.75183537,2,0,0,10,2
11.01.2020 10:10:00,17,24.79456931,0.45306038,45.75183537,2,0,0,6,2
